Date,,Durable Emp,Durable Hours,Construction Emp,Construction Hours,Nondurable goods Emp,Nondurable Hours,Services Emp,Services Hours
2021,M01,5145,41.8,5463,39.8,3311,41.1,84426,33.3
2021,M02,5158,41.4,5374,38.3,3313,41.3,84967,33.0
2021,M03,5188,41.9,5505,40.0,3321,41.3,85341,33.3
2021,M04,5147,41.7,5477,39.9,3310,41.5,85574,33.3
2021,M05,5185,41.6,5464,39.4,3314,41.4,85877,33.3
2021,M06,5212,41.3,5467,39.2,3316,41.5,86367,33.2
2021,M07,5265,41.5,5466,39.5,3328,41.6,86981,33.2
2021,M08,5298,41.5,5488,39.5,3339,41.4,87284,33.1
2021,M09,5314,41.4,5521,40.5,3346,41.4,87697,33.1
2021,M10,5354,41.2,5550,39.3,3362,41.3,88321,33.1
2021,M11,5365,41.6,5602,39.9,3386,41.3,88818,33.1
2021,M12,5391,41.5,5626,40.1,3399,41.3,89272,33.1
2022,M01,5411,41.3,5623,39.4,3405,40.7,89407,32.8
2022,M02,5422,41.8,5647,40.0,3429,41.2,90198,33.0
2022,M03,5473,41.9,5698,39.3,3441,41.0,90450,33.1
2022,M04,5502,41.6,5688,39.6,3459,40.7,90601,33.0
2022,M05,5498,41.4,5722,39.7,3473,40.7,90653,32.9
2022,M06,5506,41.3,5730,39.5,3488,40.5,90898,33.0
2022,M07,5521,41.5,5754,39.6,3498,40.4,91243,32.9
2022,M08,5550,41.2,5758,39.5,3493,40.4,91388,32.9
2022,M09,5570,41.4,5779,39.6,3501,40.4,91526,32.9
2022,M10,5584,41.4,5798,39.7,3507,40.3,91778,32.9
2022,M11,5596,41.1,5802,39.2,3496,40.5,91916,32.8
2022,M12,5610,40.8,5815,39.3,3492,39.9,91995,32.8
2023,M01,5609,41.1,5852,40.1,3501,40.5,92293,32.9
2023,M02,5609,41.0,5849,39.8,3499,40.1,92457,32.8
2023,M03,5606,40.9,5853,39.6,3492,40.3,92521,32.7
2023,M04,5600,40.9,5865,39.5,3502,40.3,92668,32.7
2023,M05,5598,41.1,5866,39.4,3495,40.3,92862,32.7
2023,M06,5606,41.2,5883,39.6,3489,40.1,92938,32.7
2023,M07,5606,41.0,5890,39.5,3479,40.3,93039,32.7
2023,M08,5593,41.0,5914,39.8,3476,40.4,93098,32.7
2023,M09,5595,40.9,5912,39.6,3477,40.4,93297,32.7
2023,M10,5555,40.9,5922,39.8,3483,40.4,93387,32.6
2023,M11,5588,40.7,5941,40.2,3478,40.2,93515,32.6
2023,M12,5590,40.5,5952,39.8,3474,39.9,93703,32.6
,,,,,39.1,,,,
