Date,,Durable Emp,Durable Hours,Construction Emp,Construction Hours,Nondurable goods Emp,Nondurable Hours,Services Emp,Services Hours
1947,M01,6961,40.7,1882,39.1,5484,40.3,,
1947,M02,7018,40.5,1934,38.9,5469,40.2,,
1947,M03,7038,40.6,1923,40.0,5480,40.0,,
1947,M04,7065,40.8,1926,38.7,5466,40.2,,
1947,M05,6991,40.8,1915,38.5,5458,40.0,,
1947,M06,6968,40.8,1932,38.2,5421,39.9,,
1947,M07,6800,40.8,1928,38.4,5465,39.9,,
1947,M08,6849,40.1,1940,38.3,5521,39.8,,
1947,M09,6874,40.8,1952,38.5,5556,40.1,,
1947,M10,6906,40.7,1960,38.4,5558,40.3,,
1947,M11,6926,40.9,1957,38.6,5568,40.1,,
1947,M12,6957,41.2,2001,38.8,5569,40.3,,
1948,M01,6951,40.9,2083,38.7,5569,40.0,,
1948,M02,6883,40.6,2034,38.3,5554,39.7,,
1948,M03,6923,40.8,2063,39.0,5566,39.8,,
1948,M04,6854,40.3,2090,38.5,5450,39.8,,
1948,M05,6840,40.4,2111,38.1,5504,40.0,,
1948,M06,6798,40.7,2126,38.7,5604,39.8,,
1948,M07,6853,40.6,2125,38.6,5564,39.7,,
1948,M08,6860,40.7,2115,38.4,5537,39.5,,
1948,M09,6864,40.5,2111,39.9,5586,39.5,,
1948,M10,6860,40.5,2113,38.1,5504,39.0,,
1948,M11,6835,40.5,2128,38.7,5467,39.0,,
1948,M12,6726,40.3,2163,39.1,5401,38.8,,
1949,M01,6572,40.1,2166,38.7,5333,38.5,,
1949,M02,6482,40.0,2159,38.7,5310,38.7,,
1949,M03,6358,39.5,2138,38.6,5296,38.6,,
1949,M04,6256,39.3,2113,38.3,5261,38.3,,
1949,M05,6106,39.4,2099,38.7,5246,38.4,,
1949,M06,6040,39.4,2059,38.2,5226,38.5,,
1949,M07,5994,39.6,2064,38.2,5174,38.7,,
1949,M08,6011,39.4,2068,38.1,5240,38.9,,
1949,M09,6036,39.7,2084,37.4,5248,39.1,,
1949,M10,5636,39.7,2079,37.8,5304,39.4,,
1949,M11,5710,39.1,2089,38.5,5254,39.1,,
1949,M12,5925,39.8,2073,37.1,5248,39.0,,
1950,M01,6004,40.0,2091,36.7,5254,39.2,,
1950,M02,5997,40.2,2105,35.9,5265,39.2,,
1950,M03,6065,40.2,2111,36.8,5297,39.2,,
1950,M04,6220,41.1,2154,37.8,5308,39.3,,
1950,M05,6515,41.2,2198,37.8,5340,39.3,,
1950,M06,6633,41.5,2250,38.0,5346,39.5,,
1950,M07,6736,41.8,2292,37.8,5371,39.8,,
1950,M08,6997,42.0,2325,38.2,5479,40.4,,
1950,M09,7026,41.7,2345,37.5,5493,39.7,,
1950,M10,7160,41.9,2373,38.2,5499,40.0,,
1950,M11,7192,41.7,2392,39.6,5490,40.1,,
1950,M12,7214,41.7,2368,38.0,5496,39.9,,
1951,M01,7280,41.6,2436,38.6,5536,40.1,,
1951,M02,7367,41.6,2449,37.3,5562,39.9,,
1951,M03,7405,41.8,2490,37.9,5531,40.0,,
1951,M04,7436,41.9,2514,38.4,5524,39.9,,
1951,M05,7435,42.0,2524,38.8,5506,39.7,,
1951,M06,7438,41.9,2506,38.2,5496,39.5,,
1951,M07,7395,41.6,2508,38.8,5453,39.3,,
1951,M08,7377,41.4,2504,38.7,5395,39.0,,
1951,M09,7318,41.5,2490,38.7,5341,39.0,,
1951,M10,7300,41.4,2511,39.0,5315,38.7,,
1951,M11,7319,41.4,2474,38.5,5309,39.0,,
1951,M12,7332,41.7,2504,38.8,5335,39.3,,
1952,M01,7341,41.9,2502,39.5,5334,39.3,,
1952,M02,7360,41.8,2559,39.8,5329,39.4,,
1952,M03,7363,41.6,2498,38.8,5332,39.3,,
1952,M04,7386,41.1,2489,39.3,5327,39.2,,
1952,M05,7367,41.3,2488,39.0,5309,39.3,,
1952,M06,7024,41.4,2520,39.4,5329,39.6,,
1952,M07,6875,40.9,2513,39.1,5358,39.4,,
1952,M08,7386,41.4,2518,39.0,5378,39.8,,
1952,M09,7598,41.9,2520,39.6,5409,39.9,,
1952,M10,7688,42.0,2490,39.4,5434,40.0,,
1952,M11,7796,42.0,2502,39.2,5466,40.0,,
1952,M12,7902,42.1,2510,39.6,5473,40.0,,
1953,M01,7971,42.0,2518,38.8,5476,39.8,,
1953,M02,8048,41.9,2542,39.0,5481,39.8,,
1953,M03,8132,42.0,2517,38.8,5488,40.0,,
1953,M04,8135,41.7,2497,38.4,5494,39.8,,
1953,M05,8134,41.8,2473,38.3,5511,39.9,,
1953,M06,8135,41.7,2458,38.5,5501,39.7,,
1953,M07,8157,41.5,2451,37.9,5496,39.6,,
1953,M08,8095,41.5,2450,38.3,5469,39.4,,
1953,M09,7989,41.0,2477,37.9,5430,38.8,,
1953,M10,7853,40.9,2499,38.4,5391,39.0,,
1953,M11,7644,40.7,2498,38.9,5346,38.9,,
1953,M12,7543,40.4,2501,37.9,5304,38.8,,
1954,M01,7443,40.2,2441,35.9,5263,38.6,,
1954,M02,7337,40.3,2492,38.2,5256,38.8,,
1954,M03,7241,40.1,2491,38.7,5252,38.8,,
1954,M04,7138,40.2,2487,38.3,5223,38.9,,
1954,M05,7075,40.3,2461,37.8,5207,38.9,,
1954,M06,7023,40.3,2452,37.9,5197,38.9,,
1954,M07,6940,40.3,2445,37.9,5181,39.0,,
1954,M08,6909,40.4,2443,37.5,5180,39.0,,
1954,M09,6912,40.5,2436,37.7,5192,39.1,,
1954,M10,6946,40.2,2449,37.1,5196,39.0,,
1954,M11,6996,40.8,2489,38.3,5210,39.2,,
1954,M12,7030,40.7,2497,37.6,5224,39.3,,
1955,M01,7072,41.2,2528,37.1,5237,39.4,,
1955,M02,7157,41.3,2525,36.8,5251,39.6,,
1955,M03,7247,41.5,2589,38.2,5277,39.7,,
1955,M04,7327,41.6,2622,37.1,5299,39.8,,
1955,M05,7420,42.0,2654,37.8,5311,39.9,,
1955,M06,7479,41.5,2660,37.4,5331,39.9,,
1955,M07,7502,41.4,2679,37.9,5316,39.7,,
1955,M08,7530,41.4,2671,37.2,5336,39.7,,
1955,M09,7520,41.4,2666,38.0,5310,39.6,,
1955,M10,7545,41.6,2646,37.1,5351,40.1,,
1955,M11,7587,41.8,2638,37.2,5380,40.0,,
1955,M12,7628,41.6,2632,38.0,5381,40.0,,
1956,M01,7630,41.4,2677,37.4,5381,40.0,,
1956,M02,7597,41.3,2712,37.7,5389,39.8,,
1956,M03,7532,41.2,2730,36.8,5373,39.7,,
1956,M04,7603,41.2,2762,37.6,5367,39.5,,
1956,M05,7560,41.1,2798,37.7,5365,39.4,,
1956,M06,7494,41.0,2916,38.2,5342,39.2,,
1956,M07,7137,41.2,2834,37.9,5298,39.2,,
1956,M08,7535,41.0,2882,37.8,5325,39.2,,
1956,M09,7513,41.3,2844,38.1,5309,39.3,,
1956,M10,7589,41.3,2832,38.2,5319,39.5,,
1956,M11,7578,41.1,2828,38.3,5286,39.3,,
1956,M12,7588,41.5,2812,38.1,5294,39.3,,
1957,M01,7592,41.2,2727,36.4,5289,39.3,,
1957,M02,7608,41.3,2784,38.6,5277,39.4,,
1957,M03,7575,41.1,2795,38.2,5280,39.3,,
1957,M04,7541,40.6,2775,37.7,5270,39.2,,
1957,M05,7508,40.5,2760,37.5,5254,39.2,,
1957,M06,7463,40.6,2762,37.6,5234,39.2,,
1957,M07,7439,40.5,2735,37.6,5230,39.3,,
1957,M08,7466,40.6,2710,37.8,5207,39.2,,
1957,M09,7328,40.1,2699,37.3,5200,39.1,,
1957,M10,7262,39.8,2686,37.2,5175,38.8,,
1957,M11,7140,39.7,2663,36.5,5161,38.6,,
1957,M12,7024,39.4,2640,36.9,5146,38.6,,
1958,M01,6839,39.2,2649,37.6,5130,38.5,,
1958,M02,6666,39.0,2499,35.2,5091,38.4,,
1958,M03,6513,39.2,2571,37.2,5019,38.3,,
1958,M04,6368,39.3,2548,37.3,5005,38.5,,
1958,M05,6287,39.3,2541,37.5,5007,38.4,,
1958,M06,6288,39.5,2518,37.0,5012,38.5,,
1958,M07,6336,39.7,2526,36.9,5013,38.7,,
1958,M08,6390,39.9,2548,37.3,5022,38.9,,
1958,M09,6530,40.0,2582,37.3,5026,38.9,,
1958,M10,6349,40.0,2620,37.7,5045,39.1,,
1958,M11,6631,40.3,2678,38.0,5071,39.3,,
1958,M12,6660,40.4,2580,36.7,5083,39.2,,
1959,M01,6734,40.7,2689,37.6,5115,39.5,,
1959,M02,6820,40.7,2649,36.5,5130,39.7,,
1959,M03,6932,41.0,2691,37.5,5146,39.7,,
1959,M04,7029,41.1,2771,38.0,5156,39.8,,
1959,M05,7108,41.3,2773,37.8,5169,39.9,,
1959,M06,7145,41.2,2783,38.0,5185,39.7,,
1959,M07,7176,40.9,2771,37.5,5190,39.5,,
1959,M08,6732,41.0,2769,37.8,5204,39.6,,
1959,M09,6778,41.0,2735,37.7,5206,39.6,,
1959,M10,6690,40.8,2691,36.8,5174,39.3,,
1959,M11,6796,40.2,2705,37.3,5195,39.6,,
1959,M12,7056,40.8,2715,38.0,5198,39.6,,
1960,M01,7152,41.4,2702,37.0,5210,39.6,,
1960,M02,7221,40.9,2718,36.8,5213,39.4,,
1960,M03,7152,40.6,2554,36.3,5210,39.1,,
1960,M04,7087,40.5,2684,38.1,5212,39.3,,
1960,M05,7012,40.5,2703,37.0,5206,39.5,,
1960,M06,6918,40.4,2679,37.3,5184,39.3,,
1960,M07,6876,40.3,2685,37.7,5171,39.3,,
1960,M08,6839,40.2,2659,37.2,5147,39.1,,
1960,M09,6821,39.9,2644,37.2,5135,38.7,,
1960,M10,6727,40.3,2638,37.5,5119,38.9,,
1960,M11,6627,39.7,2619,37.2,5099,38.8,,
1960,M12,6501,38.8,2522,35.5,5055,37.8,,
1961,M01,6410,39.8,2595,38.1,5063,38.7,,
1961,M02,6355,39.8,2562,38.1,5059,38.8,,
1961,M03,6349,39.9,2597,37.3,5061,38.9,,
1961,M04,6382,40.0,2565,36.6,5062,38.9,,
1961,M05,6482,40.3,2545,36.8,5062,39.0,,
1961,M06,6514,40.5,2585,37.4,5079,39.3,,
1961,M07,6560,40.6,2562,37.3,5079,39.3,,
1961,M08,6610,40.7,2576,37.6,5091,39.3,,
1961,M09,6593,40.0,2587,37.0,5086,38.9,,
1961,M10,6622,41.0,2602,37.6,5109,39.5,,
1961,M11,6712,41.3,2607,37.9,5130,39.8,,
1961,M12,6729,41.1,2596,36.1,5143,39.5,,
1962,M01,6718,40.7,2555,35.1,5147,39.2,,
1962,M02,6799,41.1,2637,37.0,5151,39.5,,
1962,M03,6818,41.2,2612,37.5,5152,39.7,,
1962,M04,6847,41.2,2680,37.5,5187,39.8,,
1962,M05,6845,41.2,2684,38.1,5166,39.7,,
1962,M06,6837,41.1,2620,37.2,5169,39.7,,
1962,M07,6840,41.1,2683,37.8,5164,39.6,,
1962,M08,6827,41.2,2684,37.8,5163,39.5,,
1962,M09,6862,41.2,2691,38.0,5171,39.6,,
1962,M10,6872,41.1,2687,37.6,5162,39.3,,
1962,M11,6832,41.2,2693,37.7,5145,39.5,,
1962,M12,6822,40.9,2647,36.0,5139,39.4,,
1963,M01,6837,41.2,2682,37.1,5137,39.5,,
1963,M02,6838,41.2,2650,36.5,5127,39.5,,
1963,M03,6852,41.2,2641,37.6,5138,39.5,,
1963,M04,6887,41.2,2703,38.3,5142,39.5,,
1963,M05,6921,41.3,2722,38.0,5145,39.5,,
1963,M06,6919,41.5,2721,38.1,5131,39.6,,
1963,M07,6937,41.4,2750,37.9,5143,39.5,,
1963,M08,6919,41.3,2759,37.9,5141,39.6,,
1963,M09,6950,41.3,2774,37.8,5138,39.6,,
1963,M10,6973,41.4,2767,38.3,5158,39.7,,
1963,M11,6950,41.5,2743,37.7,5122,39.6,,
1963,M12,6973,41.4,2724,36.4,5135,39.6,,
1964,M01,6977,40.9,2657,35.8,5155,39.1,24601,37.5
1964,M02,6998,41.5,2783,37.8,5167,39.6,24651,37.5
1964,M03,7030,41.4,2776,37.9,5160,39.5,24683,37.5
1964,M04,7045,41.5,2766,37.8,5166,39.5,24708,37.6
1964,M05,7053,41.6,2772,38.0,5178,39.6,24806,37.5
1964,M06,7071,41.7,2793,37.9,5184,39.6,24872,37.5
1964,M07,7119,41.7,2805,37.5,5190,39.6,24982,37.5
1964,M08,7152,41.8,2811,37.8,5202,39.7,25080,37.3
1964,M09,7258,41.9,2813,37.5,5221,39.4,25208,37.4
1964,M10,6998,41.3,2842,38.0,5226,39.8,25233,37.4
1964,M11,7240,41.8,2867,38.2,5237,39.8,25283,37.4
1964,M12,7300,42.1,2860,38.0,5251,39.9,25367,37.4
1965,M01,7333,42.2,2874,38.1,5270,40.0,25449,37.4
1965,M02,7374,42.2,2855,37.7,5270,40.0,25555,37.4
1965,M03,7413,42.3,2865,38.1,5288,40.0,25580,37.4
1965,M04,7465,42.2,2829,37.6,5287,39.9,25778,37.5
1965,M05,7496,42.2,2897,38.3,5296,40.0,25829,37.5
1965,M06,7550,42.1,2901,37.7,5304,39.9,25907,37.3
1965,M07,7631,42.0,2873,38.0,5331,40.0,26007,37.2
1965,M08,7662,41.9,2921,38.0,5332,39.9,26100,37.2
1965,M09,7701,42.0,2938,38.0,5345,39.9,26227,37.3
1965,M10,7730,42.1,2953,37.9,5370,40.0,26297,37.2
1965,M11,7785,42.2,2979,37.7,5390,40.0,26368,37.2
1965,M12,7839,42.2,3010,38.2,5404,40.1,26496,37.2
1966,M01,7890,42.5,3005,38.3,5411,40.1,26572,37.1
1966,M02,7986,42.6,2942,38.3,5440,40.3,26663,37.2
1966,M03,8049,42.4,3022,39.0,5459,40.3,26750,37.1
1966,M04,8120,42.8,3008,37.9,5478,40.3,26868,37.1
1966,M05,8177,42.4,2972,37.2,5501,40.2,26970,37.0
1966,M06,8231,42.3,3028,38.0,5522,40.1,27088,37.0
1966,M07,8233,42.0,3029,38.4,5525,40.1,27178,36.9
1966,M08,8299,42.3,2997,37.8,5544,40.0,27235,36.9
1966,M09,8329,42.1,2968,37.8,5512,39.9,27330,36.8
1966,M10,8378,42.1,2941,38.1,5528,40.1,27423,36.8
1966,M11,8376,42.1,2914,37.7,5542,39.9,27486,36.8
1966,M12,8362,41.7,2911,38.3,5544,39.8,27582,36.7
1967,M01,8350,41.9,2947,38.9,5575,39.9,27660,36.7
1967,M02,8319,41.1,2909,37.7,5534,39.3,27690,36.6
1967,M03,8280,41.2,2884,38.0,5517,39.5,27797,36.5
1967,M04,8199,41.0,2877,37.6,5513,39.4,27773,36.4
1967,M05,8184,41.1,2864,37.3,5480,39.4,27927,36.5
1967,M06,8153,41.1,2856,38.0,5479,39.4,28006,36.5
1967,M07,8121,41.2,2902,38.1,5481,39.5,28094,36.3
1967,M08,8199,41.4,2908,37.9,5482,39.5,28186,36.3
1967,M09,8041,41.3,2911,38.2,5518,39.7,28278,36.4
1967,M10,8052,41.3,2912,37.8,5535,39.7,28293,36.3
1967,M11,8237,41.2,2937,39.5,5540,39.8,28501,36.3
1967,M12,8231,41.4,2932,37.5,5551,39.6,28599,36.2
1968,M01,8250,41.2,2817,36.8,5548,39.2,28555,36.2
1968,M02,8235,41.5,2970,38.0,5558,39.8,28731,36.2
1968,M03,8236,41.5,2968,37.3,5567,39.7,28784,36.1
1968,M04,8276,41.1,2985,38.2,5582,39.2,28898,36.1
1968,M05,8291,41.7,2972,37.8,5609,39.8,28899,36.1
1968,M06,8292,41.6,2938,38.1,5629,39.8,29047,36.2
1968,M07,8327,41.6,2963,37.6,5626,39.7,29148,36.2
1968,M08,8260,41.3,2993,38.0,5643,39.7,29275,36.1
1968,M09,8272,41.6,3028,38.1,5642,39.9,29350,36.1
1968,M10,8313,41.7,3058,38.0,5661,39.9,29501,36.0
1968,M11,8373,41.7,3050,36.4,5655,39.6,29670,35.9
1968,M12,8383,41.3,3081,38.1,5661,39.7,29764,35.9
1969,M01,8443,41.6,3104,38.3,5643,39.6,29842,36.1
1969,M02,8473,41.3,3114,38.3,5661,39.0,29951,35.9
1969,M03,8496,41.5,3125,38.2,5673,39.7,30062,36.0
1969,M04,8476,41.8,3134,38.4,5668,39.8,30187,35.9
1969,M05,8484,41.4,3176,38.3,5677,39.6,30289,36.0
1969,M06,8526,41.4,3206,38.1,5680,39.6,30419,35.9
1969,M07,8507,41.3,3205,38.1,5687,39.5,30528,35.9
1969,M08,8597,41.4,3189,38.4,5690,39.5,30630,35.9
1969,M09,8499,41.4,3216,38.6,5660,39.4,30641,35.9
1969,M10,8517,41.3,3209,37.9,5657,39.4,30781,35.8
1969,M11,8367,41.2,3217,38.3,5668,39.5,30835,35.9
1969,M12,8350,41.3,3218,38.5,5663,39.5,30905,35.8
1970,M01,8291,41.1,3148,37.3,5673,39.4,30951,35.7
1970,M02,8244,40.8,3196,38.6,5653,39.3,31007,35.7
1970,M03,8283,40.7,3209,38.2,5634,39.2,31063,35.6
1970,M04,8175,40.4,3179,38.5,5610,39.0,31019,35.5
1970,M05,8065,40.3,3141,38.2,5551,39.0,31036,35.5
1970,M06,7995,40.5,3139,38.0,5559,38.9,31036,35.4
1970,M07,7948,40.7,3151,37.9,5579,39.0,31063,35.5
1970,M08,7910,40.5,3152,37.7,5539,38.9,30992,35.6
1970,M09,7878,40.3,3122,36.9,5523,38.7,31084,35.5
1970,M10,7412,40.1,3132,37.3,5493,38.8,31093,35.5
1970,M11,7304,40.1,3145,37.4,5477,38.8,31052,35.4
1970,M12,7585,40.0,3161,38.3,5477,38.8,31069,35.3
1971,M01,7601,40.5,3143,37.7,5468,39.1,31159,35.3
1971,M02,7578,40.3,3092,37.2,5455,38.9,31169,35.3
1971,M03,7536,40.4,3162,38.0,5448,39.0,31188,35.2
1971,M04,7535,40.4,3221,37.7,5458,39.3,31262,35.3
1971,M05,7599,40.5,3231,37.3,5482,39.2,31348,35.2
1971,M06,7554,40.5,3231,37.6,5458,39.1,31374,35.3
1971,M07,7531,40.5,3257,37.5,5470,39.2,31427,35.1
1971,M08,7528,40.3,3257,37.6,5465,39.1,31428,35.3
1971,M09,7548,40.2,3286,37.6,5490,39.1,31550,35.2
1971,M10,7547,40.5,3328,37.8,5480,39.1,31547,35.3
1971,M11,7569,40.5,3356,38.8,5495,39.2,31612,35.3
1971,M12,7580,40.8,3286,37.2,5498,39.3,31769,35.4
1972,M01,7615,40.8,3414,37.2,5558,39.3,31931,35.3
1972,M02,7673,41.0,3350,37.2,5562,39.5,32049,35.3
1972,M03,7734,41.0,3406,37.3,5582,39.5,32213,35.3
1972,M04,7775,41.2,3411,36.8,5598,39.6,32287,35.3
1972,M05,7835,41.2,3436,36.7,5616,39.5,32370,35.2
1972,M06,7844,41.3,3444,36.9,5631,39.6,32586,35.2
1972,M07,7769,41.2,3413,37.0,5618,39.5,32560,35.2
1972,M08,7939,41.3,3444,37.1,5623,39.5,32663,35.1
1972,M09,7943,41.4,3458,37.1,5629,39.5,32709,35.2
1972,M10,8029,41.5,3496,37.3,5652,39.5,32888,35.3
1972,M11,8114,41.6,3454,36.5,5669,39.5,33064,35.2
1972,M12,8211,41.4,3365,35.7,5691,39.4,33305,35.2
1973,M01,8304,41.5,3447,36.3,5702,38.9,33407,35.2
1973,M02,8403,41.8,3482,36.3,5724,39.5,33582,35.2
1973,M03,8444,41.7,3517,37.1,5737,39.6,33712,35.2
1973,M04,8455,41.6,3525,37.0,5737,39.5,33773,35.1
1973,M05,8492,41.6,3555,37.4,5725,39.4,33819,35.1
1973,M06,8530,41.5,3608,37.4,5723,39.4,33875,35.2
1973,M07,8526,41.6,3651,37.4,5706,39.4,33855,35.2
1973,M08,8548,41.4,3633,37.3,5703,39.3,34005,35.1
1973,M09,8525,41.5,3631,36.9,5688,39.4,34060,35.0
1973,M10,8573,41.4,3623,37.1,5716,39.4,34232,35.0
1973,M11,8617,41.4,3618,38.2,5725,39.5,34367,35.0
1973,M12,8649,41.4,3613,37.1,5737,39.5,34431,34.9
1974,M01,8602,41.2,3576,36.2,5738,39.4,34451,34.9
1974,M02,8547,41.1,3621,37.6,5722,39.4,34548,34.9
1974,M03,8518,41.1,3619,37.1,5705,39.3,34578,34.9
1974,M04,8548,40.0,3593,36.4,5677,38.8,34646,34.9
1974,M05,8529,41.1,3564,36.9,5670,39.2,34787,34.8
1974,M06,8543,40.9,3509,37.2,5654,39.1,34852,34.9
1974,M07,8517,40.8,3416,37.2,5635,39.1,34924,34.8
1974,M08,8480,40.9,3439,36.9,5609,39.1,34939,34.8
1974,M09,8447,40.8,3393,37.0,5578,38.8,34936,34.8
1974,M10,8363,40.8,3356,37.3,5521,38.7,35027,34.6
1974,M11,8180,40.3,3293,37.4,5427,38.3,34937,34.6
1974,M12,7939,40.1,3239,37.5,5320,38.1,34813,34.6
1975,M01,7720,40.0,3239,37.1,5213,37.9,34691,34.7
1975,M02,7511,39.7,3110,36.7,5111,37.7,34628,34.6
1975,M03,7422,39.5,3023,35.5,5061,37.7,34586,34.5
1975,M04,7332,39.7,2956,36.7,5075,37.9,34512,34.5
1975,M05,7306,39.6,2941,37.1,5100,38.2,34632,34.5
1975,M06,7259,39.7,2921,36.2,5112,38.5,34670,34.5
1975,M07,7223,39.9,2897,36.8,5151,38.7,34878,34.5
1975,M08,7341,40.2,2928,37.2,5197,39.1,35023,34.6
1975,M09,7375,40.3,2944,37.0,5242,39.2,35038,34.5
1975,M10,7376,40.4,2952,36.8,5311,39.3,35150,34.5
1975,M11,7382,40.3,2962,37.1,5318,39.3,35201,34.6
1975,M12,7453,40.7,2998,37.2,5358,39.5,35354,34.5
1976,M01,7546,40.8,3051,37.6,5399,39.7,35588,34.6
1976,M02,7611,40.9,3034,37.8,5419,39.6,35771,34.6
1976,M03,7665,40.8,3034,36.4,5427,39.4,35890,34.4
1976,M04,7719,40.1,3025,37.4,5441,39.0,36029,34.5
1976,M05,7748,41.0,2989,37.2,5382,39.3,36084,34.4
1976,M06,7749,41.0,2966,37.3,5372,39.1,36141,34.3
1976,M07,7750,41.0,2964,37.1,5374,39.2,36274,34.3
1976,M08,7838,41.0,2963,37.0,5357,39.0,36327,34.2
1976,M09,7847,40.9,2965,37.6,5406,39.1,36433,34.3
1976,M10,7712,40.7,2973,37.6,5397,39.0,36467,34.2
1976,M11,7807,40.8,3004,37.5,5392,39.1,36533,34.1
1976,M12,7833,40.5,3006,37.2,5397,39.1,36684,34.2
1977,M01,7886,40.1,2966,35.6,5419,38.5,36856,34.1
1977,M02,7890,40.9,3070,38.0,5441,39.3,36985,34.2
1977,M03,7967,41.0,3150,37.2,5457,39.3,37175,34.1
1977,M04,8011,41.1,3193,37.4,5479,39.4,37341,34.1
1977,M05,8080,41.3,3213,37.3,5487,39.3,37510,34.1
1977,M06,8122,41.3,3233,36.9,5500,39.4,37678,34.1
1977,M07,8170,41.2,3244,36.9,5500,39.1,37841,34.1
1977,M08,8179,41.2,3251,36.7,5500,39.3,37988,34.1
1977,M09,8204,41.3,3269,36.4,5510,39.1,38222,34.0
1977,M10,8210,41.4,3277,36.9,5512,39.3,38353,34.1
1977,M11,8252,41.3,3301,37.0,5519,39.3,38549,34.0
1977,M12,8325,41.2,3323,36.7,5536,39.2,38743,34.0
1978,M01,8378,40.3,3263,34.8,5539,38.3,38837,33.8
1978,M02,8402,40.7,3286,36.2,5548,38.8,39002,33.9
1978,M03,8427,41.2,3407,37.1,5565,39.4,39228,33.9
1978,M04,8469,41.2,3529,37.5,5568,39.3,39466,33.9
1978,M05,8523,41.2,3522,37.0,5573,39.2,39638,33.8
1978,M06,8548,41.4,3593,37.7,5581,39.3,39850,33.9
1978,M07,8578,41.4,3619,37.8,5574,39.3,39956,33.9
1978,M08,8612,41.3,3638,37.6,5575,39.3,40107,33.8
1978,M09,8661,41.3,3647,37.2,5580,39.2,40232,33.8
1978,M10,8711,41.4,3669,37.6,5580,39.2,40354,33.8
1978,M11,8782,41.5,3674,37.4,5606,39.3,40600,33.7
1978,M12,8836,41.4,3668,37.7,5623,39.2,40757,33.7
1979,M01,8872,41.3,3591,36.3,5625,39.0,40855,33.6
1979,M02,8890,41.4,3599,37.1,5611,39.1,41018,33.7
1979,M03,8911,41.5,3765,37.9,5615,39.3,41202,33.7
1979,M04,8912,39.7,3723,36.3,5603,38.6,41104,33.6
1979,M05,8935,41.0,3768,37.6,5616,39.0,41322,33.6
1979,M06,8954,40.9,3798,37.8,5612,39.1,41484,33.7
1979,M07,8922,40.9,3816,37.4,5614,39.2,41468,33.7
1979,M08,8801,40.8,3828,37.8,5596,39.1,41547,33.6
1979,M09,8857,40.8,3814,37.7,5583,39.1,41631,33.6
1979,M10,8795,40.9,3805,37.6,5589,39.1,41806,33.6
1979,M11,8722,40.7,3797,37.5,5573,39.2,41933,33.7
1979,M12,8734,40.7,3809,37.7,5566,39.2,41998,33.6
1980,M01,8676,40.6,3797,36.9,5565,39.0,42102,33.6
1980,M02,8658,40.7,3780,37.3,5512,39.1,42252,33.5
1980,M03,8655,40.4,3711,37.1,5510,39.0,42349,33.4
1980,M04,8427,40.3,3644,37.4,5487,39.0,42211,33.3
1980,M05,8184,39.8,3606,37.2,5448,38.6,42175,33.3
1980,M06,8011,39.7,3576,37.7,5394,38.5,42122,33.3
1980,M07,7879,39.6,3528,37.4,5348,38.4,42160,33.2
1980,M08,7945,40.1,3549,37.1,5404,38.6,42237,33.3
1980,M09,7989,40.2,3568,37.7,5407,38.6,42325,33.3
1980,M10,8038,40.4,3575,37.8,5399,38.8,42434,33.4
1980,M11,8125,40.6,3568,37.8,5403,38.9,42546,33.4
1980,M12,8143,40.7,3571,37.8,5407,39.1,42674,33.4
1981,M01,8147,40.7,3540,38.1,5398,39.2,42803,33.5
1981,M02,8117,40.3,3519,36.8,5401,39.0,42867,33.5
1981,M03,8145,40.6,3568,38.1,5405,39.1,42923,33.4
1981,M04,8183,40.7,3582,37.6,5411,39.2,43052,33.5
1981,M05,8205,40.8,3504,37.2,5428,39.2,43086,33.4
1981,M06,8207,40.6,3471,37.0,5425,39.2,43169,33.3
1981,M07,8187,40.5,3458,37.3,5442,39.0,43251,33.3
1981,M08,8150,40.6,3440,37.2,5423,39.0,43310,33.3
1981,M09,8134,40.2,3422,36.9,5431,38.8,43343,33.3
1981,M10,8021,40.2,3406,37.5,5378,38.7,43356,33.2
1981,M11,7882,40.0,3380,38.0,5353,38.6,43290,33.3
1981,M12,7719,39.6,3345,37.6,5314,38.5,43233,33.1
1982,M01,7615,38.0,3243,34.9,5259,36.2,43194,32.9
1982,M02,7579,40.1,3310,37.5,5252,38.8,43229,33.3
1982,M03,7506,39.7,3294,37.8,5221,38.3,43219,33.2
1982,M04,7380,39.6,3265,37.3,5186,38.3,43147,33.1
1982,M05,7337,39.7,3265,37.6,5169,38.3,43210,33.2
1982,M06,7229,39.8,3211,37.2,5136,38.3,43175,33.1
1982,M07,7158,39.7,3188,37.5,5103,38.4,43145,33.2
1982,M08,7044,39.5,3166,37.3,5109,38.3,43090,33.2
1982,M09,6987,39.4,3149,37.8,5117,38.4,43038,33.3
1982,M10,6793,39.3,3131,37.0,5087,38.3,42984,33.1
1982,M11,6700,39.5,3139,37.2,5066,38.4,42971,33.1
1982,M12,6687,39.5,3139,37.4,5059,38.4,42985,33.2
1983,M01,6721,39.9,3206,38.4,5062,38.6,43113,33.2
1983,M02,6731,39.9,3147,37.1,5063,38.4,43153,32.9
1983,M03,6748,40.2,3130,37.3,5069,38.9,43329,33.0
1983,M04,6808,40.3,3135,37.1,5086,39.0,43495,33.1
1983,M05,6884,40.6,3143,37.6,5103,39.2,43641,33.2
1983,M06,6930,40.7,3189,37.7,5124,39.3,43887,33.1
1983,M07,7011,40.9,3229,37.7,5144,39.4,44121,33.1
